Vulnerability,Package,Version
CVE-2017-14170,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-14171,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-14223,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-14333,binutils,2.25-5+deb8u1-
CVE-2017-14529,binutils,2.25-5+deb8u1-
CVE-2017-14633,libvorbis0a,1.3.4-2+deb8u1-
,libvorbisenc2,1.3.4-2+deb8u1-
CVE-2017-14729,binutils,2.25-5+deb8u1-
CVE-2017-14745,binutils,2.25-5+deb8u1-
CVE-2017-14767,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-14930,binutils,2.25-5+deb8u1-
CVE-2017-14932,binutils,2.25-5+deb8u1-
CVE-2017-14933,binutils,2.25-5+deb8u1-
CVE-2017-14934,binutils,2.25-5+deb8u1-
CVE-2017-14938,binutils,2.25-5+deb8u1-
CVE-2017-14939,binutils,2.25-5+deb8u1-
CVE-2017-14940,binutils,2.25-5+deb8u1-
CVE-2017-14974,binutils,2.25-5+deb8u1-
CVE-2017-15019,libmp3lame0,3.99.5+repack1-7+deb8u2-
CVE-2017-15020,binutils,2.25-5+deb8u1-
CVE-2017-15021,binutils,2.25-5+deb8u1-
CVE-2017-15022,binutils,2.25-5+deb8u1-
CVE-2017-15023,binutils,2.25-5+deb8u1-
CVE-2017-15024,binutils,2.25-5+deb8u1-
CVE-2017-15025,binutils,2.25-5+deb8u1-
CVE-2017-15088,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u4-
,libk5crypto3,1.12.1+dfsg-19+deb8u4-
,libkrb5-3,1.12.1+dfsg-19+deb8u4-
,libkrb5support0,1.12.1+dfsg-19+deb8u4-
CVE-2017-15131,xdg-user-dirs,0.15-2-
CVE-2017-15225,binutils,2.25-5+deb8u1-
CVE-2017-15232,libjpeg62-turbo,1:1.3.1-12-
CVE-2017-15670,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2017-15671,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2017-15672,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-15804,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2017-15938,binutils,2.25-5+deb8u1-
CVE-2017-15996,binutils,2.25-5+deb8u1-
CVE-2017-16231,libpcre3,2:8.35-3.3+deb8u4-
CVE-2017-16232,libtiff5,4.0.3-12.3+deb8u5-
CVE-2017-16826,binutils,2.25-5+deb8u1-
CVE-2017-16827,binutils,2.25-5+deb8u1-
CVE-2017-16828,binutils,2.25-5+deb8u1-
CVE-2017-16829,binutils,2.25-5+deb8u1-
CVE-2017-16830,binutils,2.25-5+deb8u1-
CVE-2017-16831,binutils,2.25-5+deb8u1-
CVE-2017-16832,binutils,2.25-5+deb8u1-
CVE-2017-16932,libxml2,2.9.1+dfsg1-5+deb8u6-
CVE-2017-16997,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2017-17080,binutils,2.25-5+deb8u1-
CVE-2017-17095,libtiff5,4.0.3-12.3+deb8u5-
CVE-2017-17121,binutils,2.25-5+deb8u1-
CVE-2017-17122,binutils,2.25-5+deb8u1-
CVE-2017-17123,binutils,2.25-5+deb8u1-
CVE-2017-17124,binutils,2.25-5+deb8u1-
CVE-2017-17125,binutils,2.25-5+deb8u1-
CVE-2017-17126,binutils,2.25-5+deb8u1-
CVE-2017-17127,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-17130,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-17505,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2017-17506,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2017-17507,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2017-17508,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2017-17509,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2017-17522,python2.7,2.7.9-2+deb8u1-
CVE-2017-17740,libldap-2.4-2,2.4.40+dfsg-1+deb8u4-
CVE-2017-17942,libtiff5,4.0.3-12.3+deb8u5-
CVE-2017-17973,libtiff5,4.0.3-12.3+deb8u5-
CVE-2017-18018,coreutils,8.23-4-
CVE-2017-18078,systemd,215-17+deb8u7-
CVE-2017-18190,libcups2,1.7.5-11+deb8u2-
CVE-2017-18242,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-18243,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-18244,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-18245,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-18246,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-18247,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2017-18248,libcups2,1.7.5-11+deb8u2-
CVE-2017-18258,libxml2,2.9.1+dfsg1-5+deb8u6-
CVE-2017-1000158,python2.7,2.7.9-2+deb8u1-
CVE-2017-1000408,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2017-1000409,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2017-1000460,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-0495,libgcrypt20,1.6.3-2+deb8u4-
CVE-2018-0732,openssl,1.0.1t-1+deb8u8-
CVE-2018-0734,openssl,1.0.1t-1+deb8u8-
CVE-2018-0735,openssl,1.0.1t-1+deb8u8-
CVE-2018-0737,openssl,1.0.1t-1+deb8u8-
CVE-2018-1049,systemd,215-17+deb8u7-
CVE-2018-1053,libpq5,9.4.18-0+deb8u1-
CVE-2018-1058,libpq5,9.4.18-0+deb8u1-
CVE-2018-1060,python2.7,2.7.9-2+deb8u1-
CVE-2018-1061,python2.7,2.7.9-2+deb8u1-
CVE-2018-1152,libjpeg62-turbo,1:1.3.1-12-
CVE-2018-2767,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3058,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3063,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3066,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3070,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3081,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3133,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3174,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-3282,libmysqlclient18,5.5.60-0+deb8u1-
,mysql-common,5.5.60-0+deb8u1-
CVE-2018-4180,libcups2,1.7.5-11+deb8u2-
CVE-2018-4181,libcups2,1.7.5-11+deb8u2-
CVE-2018-4300,libcups2,1.7.5-11+deb8u2-
CVE-2018-5360,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-5407,openssl,1.0.1t-1+deb8u8-
CVE-2018-5709,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u4-
,libk5crypto3,1.12.1+dfsg-19+deb8u4-
,libkrb5-3,1.12.1+dfsg-19+deb8u4-
,libkrb5support0,1.12.1+dfsg-19+deb8u4-
CVE-2018-5710,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u4-
,libk5crypto3,1.12.1+dfsg-19+deb8u4-
,libkrb5-3,1.12.1+dfsg-19+deb8u4-
,libkrb5support0,1.12.1+dfsg-19+deb8u4-
CVE-2018-5729,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u4-
,libk5crypto3,1.12.1+dfsg-19+deb8u4-
,libkrb5-3,1.12.1+dfsg-19+deb8u4-
,libkrb5support0,1.12.1+dfsg-19+deb8u4-
CVE-2018-5730,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u4-
,libk5crypto3,1.12.1+dfsg-19+deb8u4-
,libkrb5-3,1.12.1+dfsg-19+deb8u4-
,libkrb5support0,1.12.1+dfsg-19+deb8u4-
CVE-2018-5740,libdns-export100,1:9.9.5.dfsg-9+deb8u15-
,libirs-export91,1:9.9.5.dfsg-9+deb8u15-
,libisc-export95,1:9.9.5.dfsg-9+deb8u15-
,libisccfg-export90,1:9.9.5.dfsg-9+deb8u15-
CVE-2018-5741,libdns-export100,1:9.9.5.dfsg-9+deb8u15-
,libirs-export91,1:9.9.5.dfsg-9+deb8u15-
,libisc-export95,1:9.9.5.dfsg-9+deb8u15-
,libisccfg-export90,1:9.9.5.dfsg-9+deb8u15-
CVE-2018-5743,libdns-export100,1:9.9.5.dfsg-9+deb8u15-
,libirs-export91,1:9.9.5.dfsg-9+deb8u15-
,libisc-export95,1:9.9.5.dfsg-9+deb8u15-
,libisccfg-export90,1:9.9.5.dfsg-9+deb8u15-
CVE-2018-5745,libdns-export100,1:9.9.5.dfsg-9+deb8u15-
,libirs-export91,1:9.9.5.dfsg-9+deb8u15-
,libisc-export95,1:9.9.5.dfsg-9+deb8u15-
,libisccfg-export90,1:9.9.5.dfsg-9+deb8u15-
CVE-2018-5766,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-5784,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-6196,w3m,0.5.3-19+deb8u2-
CVE-2018-6197,w3m,0.5.3-19+deb8u2-
CVE-2018-6198,w3m,0.5.3-19+deb8u2-
CVE-2018-6323,binutils,2.25-5+deb8u1-
CVE-2018-6392,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-6485,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2018-6543,binutils,2.25-5+deb8u1-
CVE-2018-6553,libcups2,1.7.5-11+deb8u2-
CVE-2018-6621,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-6759,binutils,2.25-5+deb8u1-
CVE-2018-6797,perl,5.20.2-3+deb8u11-
CVE-2018-6829,gnupg,1.4.18-7+deb8u5-
,libgcrypt20,1.6.3-2+deb8u4-
CVE-2018-6872,binutils,2.25-5+deb8u1-
CVE-2018-6954,systemd,215-17+deb8u7-
CVE-2018-7158,nodejs,10.5.0-1nodesource1-
CVE-2018-7159,nodejs,10.5.0-1nodesource1-
CVE-2018-7167,nodejs,10.5.0-1nodesource1-
CVE-2018-7169,login,1:4.2-3+deb8u4-
,passwd,1:4.2-3+deb8u4-
CVE-2018-7208,binutils,2.25-5+deb8u1-
CVE-2018-7456,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-7557,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-7568,binutils,2.25-5+deb8u1-
CVE-2018-7569,binutils,2.25-5+deb8u1-
CVE-2018-7570,binutils,2.25-5+deb8u1-
CVE-2018-7642,binutils,2.25-5+deb8u1-
CVE-2018-7643,binutils,2.25-5+deb8u1-
CVE-2018-8740,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2018-8905,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-8945,binutils,2.25-5+deb8u1-
CVE-2018-9138,binutils,2.25-5+deb8u1-
CVE-2018-9996,binutils,2.25-5+deb8u1-
CVE-2018-10126,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-10372,binutils,2.25-5+deb8u1-
CVE-2018-10373,binutils,2.25-5+deb8u1-
CVE-2018-10392,libvorbis0a,1.3.4-2+deb8u1-
,libvorbisenc2,1.3.4-2+deb8u1-
CVE-2018-10393,libvorbis0a,1.3.4-2+deb8u1-
,libvorbisenc2,1.3.4-2+deb8u1-
CVE-2018-10534,binutils,2.25-5+deb8u1-
CVE-2018-10535,binutils,2.25-5+deb8u1-
CVE-2018-10844,libgnutls-deb0-28,3.3.8-6+deb8u7-
,libgnutls-openssl27,3.3.8-6+deb8u7-
CVE-2018-10845,libgnutls-deb0-28,3.3.8-6+deb8u7-
,libgnutls-openssl27,3.3.8-6+deb8u7-
CVE-2018-10846,libgnutls-deb0-28,3.3.8-6+deb8u7-
,libgnutls-openssl27,3.3.8-6+deb8u7-
CVE-2018-10915,libpq5,9.4.18-0+deb8u1-
CVE-2018-10963,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-11102,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-11202,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-11203,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-11204,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-11206,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-11207,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-11212,libjpeg62-turbo,1:1.3.1-12-
CVE-2018-11213,libjpeg62-turbo,1:1.3.1-12-
CVE-2018-11214,libjpeg62-turbo,1:1.3.1-12-
CVE-2018-11224,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-11236,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2018-11237,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2018-12115,nodejs,10.5.0-1nodesource1-
CVE-2018-12116,nodejs,10.5.0-1nodesource1-
CVE-2018-12120,nodejs,10.5.0-1nodesource1-
CVE-2018-12121,nodejs,10.5.0-1nodesource1-
CVE-2018-12122,nodejs,10.5.0-1nodesource1-
CVE-2018-12123,nodejs,10.5.0-1nodesource1-
CVE-2018-12697,binutils,2.25-5+deb8u1-
CVE-2018-12698,binutils,2.25-5+deb8u1-
CVE-2018-12699,binutils,2.25-5+deb8u1-
CVE-2018-12700,binutils,2.25-5+deb8u1-
CVE-2018-12886,gcc-4.8-base,4.8.4-1-
,gcc-4.9,4.9.2-10+deb8u1-
CVE-2018-12900,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-12934,binutils,2.25-5+deb8u1-
CVE-2018-13033,binutils,2.25-5+deb8u1-
CVE-2018-14048,libpng12-0,1.2.50-2+deb8u3-
CVE-2018-14394,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-14404,libxml2,2.9.1+dfsg1-5+deb8u6-
CVE-2018-14498,libjpeg62-turbo,1:1.3.1-12-
CVE-2018-14550,libpng12-0,1.2.50-2+deb8u3-
CVE-2018-14567,libxml2,2.9.1+dfsg1-5+deb8u6-
CVE-2018-14598,libx11-6,2:1.6.2-3+deb8u1-
,libx11-data,2:1.6.2-3+deb8u1-
,libx11-dev,2:1.6.2-3+deb8u1-
,libx11-xcb1,2:1.6.2-3+deb8u1-
CVE-2018-14599,libx11-6,2:1.6.2-3+deb8u1-
,libx11-data,2:1.6.2-3+deb8u1-
,libx11-dev,2:1.6.2-3+deb8u1-
,libx11-xcb1,2:1.6.2-3+deb8u1-
CVE-2018-14600,libx11-6,2:1.6.2-3+deb8u1-
,libx11-data,2:1.6.2-3+deb8u1-
,libx11-dev,2:1.6.2-3+deb8u1-
,libx11-xcb1,2:1.6.2-3+deb8u1-
CVE-2018-14618,curl,7.38.0-4+deb8u11-
CVE-2018-14647,python2.7,2.7.9-2+deb8u1-
CVE-2018-15518,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
CVE-2018-15686,systemd,215-17+deb8u7-
CVE-2018-15688,systemd,215-17+deb8u7-
CVE-2018-15822,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-16335,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-16428,libglib2.0-0,2.42.1-1+b1-
,libglib2.0-data,2.42.1-1-
CVE-2018-16429,libglib2.0-0,2.42.1-1+b1-
,libglib2.0-data,2.42.1-1-
CVE-2018-16839,curl,7.38.0-4+deb8u11-
CVE-2018-16842,curl,7.38.0-4+deb8u11-
CVE-2018-16864,systemd,215-17+deb8u7-
CVE-2018-16865,systemd,215-17+deb8u7-
CVE-2018-16868,libgnutls-deb0-28,3.3.8-6+deb8u7-
,libgnutls-openssl27,3.3.8-6+deb8u7-
CVE-2018-16869,libhogweed2,2.7.1-5+deb8u2-
,libnettle4,2.7.1-5+deb8u2-
CVE-2018-16888,systemd,215-17+deb8u7-
CVE-2018-16890,curl,7.38.0-4+deb8u11-
CVE-2018-17000,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-17100,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-17101,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-17233,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17234,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17237,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17358,binutils,2.25-5+deb8u1-
CVE-2018-17359,binutils,2.25-5+deb8u1-
CVE-2018-17360,binutils,2.25-5+deb8u1-
CVE-2018-17432,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17434,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17437,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17438,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2018-17794,binutils,2.25-5+deb8u1-
CVE-2018-17985,binutils,2.25-5+deb8u1-
CVE-2018-18309,binutils,2.25-5+deb8u1-
CVE-2018-18311,perl,5.20.2-3+deb8u11-
CVE-2018-18483,binutils,2.25-5+deb8u1-
CVE-2018-18484,binutils,2.25-5+deb8u1-
CVE-2018-18557,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-18605,binutils,2.25-5+deb8u1-
CVE-2018-18606,binutils,2.25-5+deb8u1-
CVE-2018-18607,binutils,2.25-5+deb8u1-
CVE-2018-18661,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-18700,binutils,2.25-5+deb8u1-
CVE-2018-18701,binutils,2.25-5+deb8u1-
CVE-2018-18829,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-19128,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-19129,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-19130,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-19210,libtiff5,4.0.3-12.3+deb8u5-
CVE-2018-19211,libncurses5,5.9+20140913-1+deb8u3-
,libncursesw5,5.9+20140913-1+deb8u3-
,libtinfo5,5.9+20140913-1+deb8u3-
,ncurses-base,5.9+20140913-1+deb8u3-
,ncurses-bin,5.9+20140913-1+deb8u3-
CVE-2018-19869,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
CVE-2018-19870,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
CVE-2018-19871,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
