Vulnerability_ID        Package                                                     Severity          Fix                                               CVE_Refs        Vulnerability_URL                                                     
CVE-2017-1000367        sudo-1.8.9p5-1ubuntu1.3                                     High              1.8.9p5-1ubuntu1.4                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000367        
CVE-2018-1000500        busybox-initramfs-1:1.21.0-1ubuntu1                         Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000500        
CVE-2018-1060           libpython3.4-minimal-3.4.3-1ubuntu1~14.04.5                 Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1060           
CVE-2018-1060           libpython3.4-stdlib-3.4.3-1ubuntu1~14.04.5                  Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1060           
CVE-2018-1060           python3.4-3.4.3-1ubuntu1~14.04.5                            Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1060           
CVE-2018-1060           python3.4-minimal-3.4.3-1ubuntu1~14.04.5                    Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1060           
CVE-2018-1061           libpython3.4-minimal-3.4.3-1ubuntu1~14.04.5                 Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1061           
CVE-2018-1061           libpython3.4-stdlib-3.4.3-1ubuntu1~14.04.5                  Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1061           
CVE-2018-1061           python3.4-3.4.3-1ubuntu1~14.04.5                            Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1061           
CVE-2018-1061           python3.4-minimal-3.4.3-1ubuntu1~14.04.5                    Low               3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1061           
CVE-2018-14048          libpng12-0-1.2.50-1ubuntu2.14.04.2                          Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-14048          
CVE-2018-14498          libjpeg-turbo8-1.3.0-0ubuntu2.1                             Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-14498          
CVE-2018-18384          unzip-6.0-9ubuntu1.5                                        Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-18384          
CVE-2018-20406          libpython3.4-minimal-3.4.3-1ubuntu1~14.04.5                 Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-20406          
CVE-2018-20406          libpython3.4-stdlib-3.4.3-1ubuntu1~14.04.5                  Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-20406          
CVE-2018-20406          python3.4-3.4.3-1ubuntu1~14.04.5                            Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-20406          
CVE-2018-20406          python3.4-minimal-3.4.3-1ubuntu1~14.04.5                    Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-20406          
CVE-2018-20482          tar-1.27.1-1ubuntu0.1                                       Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-20482          
CVE-2018-3979           xserver-xorg-video-nouveau-1:1.0.10-1ubuntu2                Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-3979           
CVE-2018-5407           libssl1.0.0-1.0.1f-1ubuntu2.22                              Low               1.0.1f-1ubuntu2.27                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5407           
CVE-2018-5407           openssl-1.0.1f-1ubuntu2.22                                  Low               1.0.1f-1ubuntu2.27                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5407           
CVE-2018-5729           krb5-locales-1.12+dfsg-2ubuntu5.3                           Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5729           
CVE-2018-5729           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5729           
CVE-2018-5729           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5729           
CVE-2018-5729           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5729           
CVE-2018-5729           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5729           
CVE-2018-5730           krb5-locales-1.12+dfsg-2ubuntu5.3                           Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5730           
CVE-2018-5730           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5730           
CVE-2018-5730           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5730           
CVE-2018-5730           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5730           
CVE-2018-5730           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Low               1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-5730           
CVE-2018-7169           login-1:4.1.5.1-1ubuntu9.2                                  Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-7169           
CVE-2018-7169           passwd-1:4.1.5.1-1ubuntu9.2                                 Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-7169           
CVE-2018-7170           ntpdate-1:4.2.6.p5+dfsg-3ubuntu2.14.04.10                   Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-7170           
CVE-2018-8740           libsqlite3-0-3.8.2-1ubuntu2.1                               Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-8740           
CVE-2019-3823           libcurl3-7.35.0-1ubuntu2.10                                 Low               7.35.0-1ubuntu2.20                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-3823           
CVE-2019-3823           libcurl3-gnutls-7.35.0-1ubuntu2.10                          Low               7.35.0-1ubuntu2.20                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-3823           
CVE-2019-5010           libpython3.4-minimal-3.4.3-1ubuntu1~14.04.5                 Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-5010           
CVE-2019-5010           libpython3.4-stdlib-3.4.3-1ubuntu1~14.04.5                  Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-5010           
CVE-2019-5010           python3.4-3.4.3-1ubuntu1~14.04.5                            Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-5010           
CVE-2019-5010           python3.4-minimal-3.4.3-1ubuntu1~14.04.5                    Low               None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-5010           
CVE-2014-9984           libc-bin-2.19-0ubuntu6.9                                    Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-9984           
CVE-2014-9984           libc6-2.19-0ubuntu6.9                                       Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-9984           
CVE-2014-9984           multiarch-support-2.19-0ubuntu6.9                           Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-9984           
CVE-2015-2305           libllvm3.4-1:3.4-1ubuntu3                                   Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-2305           
CVE-2015-5297           libpixman-1-0-0.30.2-2ubuntu1.1                             Medium            0.30.2-2ubuntu1.2                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5297           
CVE-2015-5602           sudo-1.8.9p5-1ubuntu1.3                                     Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5602           
CVE-2015-8270           librtmp0-2.4+20121230.gitdf6c518-1                          Medium            2.4+20121230.gitdf6c518-1ubuntu0.1                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8270           
CVE-2015-8271           librtmp0-2.4+20121230.gitdf6c518-1                          Medium            2.4+20121230.gitdf6c518-1ubuntu0.1                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8271           
CVE-2015-8272           librtmp0-2.4+20121230.gitdf6c518-1                          Medium            2.4+20121230.gitdf6c518-1ubuntu0.1                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8272           
CVE-2015-8629           krb5-locales-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629           
CVE-2015-8629           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629           
CVE-2015-8629           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629           
CVE-2015-8629           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629           
CVE-2015-8629           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8629           
CVE-2015-8630           krb5-locales-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630           
CVE-2015-8630           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630           
CVE-2015-8630           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630           
CVE-2015-8630           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630           
CVE-2015-8630           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8630           
CVE-2015-8631           krb5-locales-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631           
CVE-2015-8631           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631           
CVE-2015-8631           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631           
CVE-2015-8631           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631           
CVE-2015-8631           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8631           
CVE-2015-8982           libc-bin-2.19-0ubuntu6.9                                    Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8982           
CVE-2015-8982           libc6-2.19-0ubuntu6.9                                       Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8982           
CVE-2015-8982           multiarch-support-2.19-0ubuntu6.9                           Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8982           
CVE-2015-8983           libc-bin-2.19-0ubuntu6.9                                    Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8983           
CVE-2015-8983           libc6-2.19-0ubuntu6.9                                       Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8983           
CVE-2015-8983           multiarch-support-2.19-0ubuntu6.9                           Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8983           
CVE-2015-8984           libc-bin-2.19-0ubuntu6.9                                    Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8984           
CVE-2015-8984           libc6-2.19-0ubuntu6.9                                       Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8984           
CVE-2015-8984           multiarch-support-2.19-0ubuntu6.9                           Medium            2.19-0ubuntu6.10                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8984           
CVE-2016-3119           krb5-locales-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119           
CVE-2016-3119           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119           
CVE-2016-3119           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119           
CVE-2016-3119           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119           
CVE-2016-3119           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3119           
CVE-2016-3120           krb5-locales-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120           
CVE-2016-3120           libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120           
CVE-2016-3120           libk5crypto3-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120           
CVE-2016-3120           libkrb5-3-1.12+dfsg-2ubuntu5.3                              Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120           
CVE-2016-3120           libkrb5support0-1.12+dfsg-2ubuntu5.3                        Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3120           
CVE-2016-7076           sudo-1.8.9p5-1ubuntu1.3                                     Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7076           
CVE-2016-7543           bash-4.3-7ubuntu1.5                                         Medium            4.3-7ubuntu1.7                                                    http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7543           
CVE-2017-1000158        libpython3.4-minimal-3.4.3-1ubuntu1~14.04.5                 Medium            3.4.3-1ubuntu1~14.04.6                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000158        
CVE-2017-1000158        libpython3.4-stdlib-3.4.3-1ubuntu1~14.04.5                  Medium            3.4.3-1ubuntu1~14.04.6                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000158        
CVE-2017-1000158        python3.4-3.4.3-1ubuntu1~14.04.5                            Medium            3.4.3-1ubuntu1~14.04.6                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000158        
CVE-2017-1000158        python3.4-minimal-3.4.3-1ubuntu1~14.04.5                    Medium            3.4.3-1ubuntu1~14.04.6                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000158        
CVE-2017-1000254        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.11                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000254        
CVE-2017-1000254        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.11                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000254        
CVE-2017-1000257        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.12                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000257        
CVE-2017-1000257        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.12                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000257        
CVE-2017-1000366        libc-bin-2.19-0ubuntu6.9                                    Medium            2.19-0ubuntu6.13                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000366        
CVE-2017-1000366        libc6-2.19-0ubuntu6.9                                       Medium            2.19-0ubuntu6.13                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000366        
CVE-2017-1000366        multiarch-support-2.19-0ubuntu6.9                           Medium            2.19-0ubuntu6.13                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000366        
CVE-2017-1000368        sudo-1.8.9p5-1ubuntu1.3                                     Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000368        
CVE-2017-1000376        libffi6-3.1~rc1+r3.0.13-12ubuntu0.1                         Medium            3.1~rc1+r3.0.13-12ubuntu0.2                                       http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000376        
CVE-2017-10140          libdb5.3-5.3.28-3ubuntu3                                    Medium            5.3.28-3ubuntu3.1                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-10140          
CVE-2017-11103          libasn1-8-heimdal-1.6~git20131207+dfsg-1ubuntu1.1           Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libgssapi3-heimdal-1.6~git20131207+dfsg-1ubuntu1.1          Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libhcrypto4-heimdal-1.6~git20131207+dfsg-1ubuntu1.1         Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libheimbase1-heimdal-1.6~git20131207+dfsg-1ubuntu1.1        Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libheimntlm0-heimdal-1.6~git20131207+dfsg-1ubuntu1.1        Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libhx509-5-heimdal-1.6~git20131207+dfsg-1ubuntu1.1          Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libkrb5-26-heimdal-1.6~git20131207+dfsg-1ubuntu1.1          Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libroken18-heimdal-1.6~git20131207+dfsg-1ubuntu1.1          Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11103          libwind0-heimdal-1.6~git20131207+dfsg-1ubuntu1.1            Medium            1.6~git20131207+dfsg-1ubuntu1.2                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11103          
CVE-2017-11368          krb5-locales-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368          
CVE-2017-11368          libgssapi-krb5-2-1.12+dfsg-2ubuntu5.3                       Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368          
CVE-2017-11368          libk5crypto3-1.12+dfsg-2ubuntu5.3                           Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368          
CVE-2017-11368          libkrb5-3-1.12+dfsg-2ubuntu5.3                              Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368          
CVE-2017-11368          libkrb5support0-1.12+dfsg-2ubuntu5.3                        Medium            1.12+dfsg-2ubuntu5.4                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-11368          
CVE-2017-12837          perl-5.18.2-2ubuntu1.1                                      Medium            5.18.2-2ubuntu1.3                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12837          
CVE-2017-12837          perl-base-5.18.2-2ubuntu1.1                                 Medium            5.18.2-2ubuntu1.3                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12837          
CVE-2017-12837          perl-modules-5.18.2-2ubuntu1.1                              Medium            5.18.2-2ubuntu1.3                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12837          
CVE-2017-12883          perl-5.18.2-2ubuntu1.1                                      Medium            5.18.2-2ubuntu1.3                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12883          
CVE-2017-12883          perl-base-5.18.2-2ubuntu1.1                                 Medium            5.18.2-2ubuntu1.3                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12883          
CVE-2017-12883          perl-modules-5.18.2-2ubuntu1.1                              Medium            5.18.2-2ubuntu1.3                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12883          
CVE-2017-14062          libidn11-1.28-1ubuntu2.1                                    Medium            1.28-1ubuntu2.2                                                   http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-14062          
CVE-2017-17512          sensible-utils-0.0.9                                        Medium            0.0.9ubuntu0.14.04.1                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-17512          
CVE-2017-2616           libblkid1-2.20.1-5.1ubuntu20.9                              Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2616           
CVE-2017-2616           libmount1-2.20.1-5.1ubuntu20.9                              Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2616           
CVE-2017-2616           libuuid1-2.20.1-5.1ubuntu20.9                               Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2616           
CVE-2017-2616           mount-2.20.1-5.1ubuntu20.9                                  Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2616           
CVE-2017-2616           util-linux-2.20.1-5.1ubuntu20.9                             Medium            None                                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2616           
CVE-2017-6891           libtasn1-6-3.4-3ubuntu0.4                                   Medium            3.4-3ubuntu0.5                                                    http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6891           
CVE-2017-6964           eject-2.1.5+deb1+cvs20081104-13.1                           Medium            2.1.5+deb1+cvs20081104-13.1ubuntu0.14.04.1                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6964           
CVE-2017-7526           gnupg-1.4.16-1ubuntu2.4                                     Medium            1.4.16-1ubuntu2.6                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7526           
CVE-2017-7526           gpgv-1.4.16-1ubuntu2.4                                      Medium            1.4.16-1ubuntu2.6                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7526           
CVE-2017-7526           libgcrypt11-1.5.3-2ubuntu4.4                                Medium            1.5.3-2ubuntu4.5                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7526           
CVE-2017-8817           libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.13                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8817           
CVE-2017-8817           libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.13                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-8817           
CVE-2017-9233           libexpat1-2.1.0-4ubuntu1.3                                  Medium            2.1.0-4ubuntu1.4                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-9233           
CVE-2017-9287           libldap-2.4-2-2.4.31-1+nmu2ubuntu8.3                        Medium            2.4.31-1+nmu2ubuntu8.4                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-9287           
CVE-2018-0739           libssl1.0.0-1.0.1f-1ubuntu2.22                              Medium            1.0.1f-1ubuntu2.24                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0739           
CVE-2018-0739           openssl-1.0.1f-1ubuntu2.22                                  Medium            1.0.1f-1ubuntu2.24                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0739           
CVE-2018-1000007        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.14                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000007        
CVE-2018-1000007        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.14                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000007        
CVE-2018-1000120        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.15                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000120        
CVE-2018-1000120        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.15                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000120        
CVE-2018-1000121        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.15                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000121        
CVE-2018-1000121        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.15                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000121        
CVE-2018-1000122        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.15                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000122        
CVE-2018-1000122        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.15                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000122        
CVE-2018-1000301        libcurl3-7.35.0-1ubuntu2.10                                 Medium            7.35.0-1ubuntu2.16                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000301        
CVE-2018-1000301        libcurl3-gnutls-7.35.0-1ubuntu2.10                          Medium            7.35.0-1ubuntu2.16                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000301        
CVE-2018-1000802        libpython3.4-minimal-3.4.3-1ubuntu1~14.04.5                 Medium            3.4.3-1ubuntu1~14.04.7                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000802        
